age,workclass,education.num,marital.status,occupation,sex,race,capital.gain,capital.loss,hours.per.week,income,income_prediction,mitigated_prediction
74,State-gov,9,Married-civ-spouse,Prof-specialty,Female,White,0,0,37,>50K,>50K,1
42,Private,8,Never-married,Exec-managerial,Male,Other,0,0,35,<=50K,<=50K,0
67,Local-gov,12,Separated,Handlers-cleaners,Female,Other,0,0,31,<=50K,<=50K,1
40,State-gov,13,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,49,>50K,>50K,1
48,Private,8,Married-civ-spouse,Transport-moving,Female,White,0,0,51,<=50K,<=50K,0
47,Private,7,Married-civ-spouse,Transport-moving,Female,White,0,0,39,<=50K,<=50K,0
59,Private,12,Married-civ-spouse,Tech-support,Female,White,0,0,26,>50K,>50K,1
52,Private,9,Never-married,Farming-fishing,Female,White,16115,0,61,<=50K,<=50K,0
24,Private,6,Married-civ-spouse,Adm-clerical,Male,White,0,0,29,<=50K,<=50K,0
33,Private,14,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,22,>50K,>50K,1
43,Private,13,Never-married,Farming-fishing,Female,White,0,0,15,<=50K,<=50K,0
65,State-gov,7,Never-married,Sales,Male,White,0,0,41,>50K,>50K,0
74,Private,6,Divorced,Transport-moving,Male,Asian,14621,0,37,<=50K,<=50K,0
69,Private,5,Divorced,Exec-managerial,Female,White,0,0,52,<=50K,<=50K,0
66,Local-gov,12,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,47,>50K,>50K,1
19,Private,15,Married-civ-spouse,Handlers-cleaners,Female,White,0,0,43,<=50K,<=50K,1
18,Private,7,Married-civ-spouse,Craft-repair,Male,White,0,0,36,<=50K,<=50K,0
65,Private,11,Married-civ-spouse,Craft-repair,Male,White,0,0,53,>50K,>50K,1
29,Private,5,Never-married,Transport-moving,Male,White,0,0,62,<=50K,<=50K,0
22,Private,5,Divorced,Machine-op-inspct,Male,White,0,0,52,<=50K,<=50K,0
54,Private,13,Married-civ-spouse,Farming-fishing,Male,White,0,0,34,>50K,>50K,1
49,Private,12,Married-civ-spouse,Farming-fishing,Male,White,0,0,49,>50K,>50K,1
72,State-gov,7,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,35,>50K,>50K,1
26,Private,10,Never-married,Adm-clerical,Male,White,0,0,26,<=50K,<=50K,0
58,Private,15,Married-civ-spouse,Transport-moving,Female,White,0,0,29,<=50K,>50K,1
52,Private,7,Married-civ-spouse,Sales,Male,White,0,0,35,>50K,>50K,0
36,Private,8,Divorced,Tech-support,Female,White,0,0,41,<=50K,<=50K,0
65,Private,5,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,64,>50K,<=50K,1
33,State-gov,9,Married-civ-spouse,Adm-clerical,Male,White,0,1658,29,<=50K,<=50K,0
20,Private,5,Married-civ-spouse,Craft-repair,Female,White,0,0,55,<=50K,<=50K,0
37,Private,5,Married-civ-spouse,Farming-fishing,Female,White,52843,0,36,<=50K,<=50K,1
41,Private,14,Married-civ-spouse,Exec-managerial,Male,White,0,0,15,>50K,>50K,1
71,Private,15,Married-civ-spouse,Transport-moving,Male,White,0,0,33,>50K,>50K,1
73,Private,15,Never-married,Farming-fishing,Male,White,0,0,54,>50K,>50K,1
50,Private,11,Never-married,Sales,Female,Asian,0,0,44,<=50K,<=50K,0
41,Private,10,Never-married,Adm-clerical,Female,White,65334,0,44,<=50K,<=50K,0
69,Private,6,Never-married,Craft-repair,Female,White,0,0,55,<=50K,<=50K,0
28,Private,15,Married-civ-spouse,Sales,Male,White,0,0,27,>50K,>50K,1
66,Private,6,Never-married,Tech-support,Female,White,0,0,27,<=50K,<=50K,0
25,Private,15,Married-civ-spouse,Prof-specialty,Male,White,39349,0,12,<=50K,<=50K,0
53,State-gov,11,Married-civ-spouse,Exec-managerial,Male,White,0,0,50,>50K,>50K,1
55,Private,5,Married-civ-spouse,Tech-support,Male,Black,0,0,46,<=50K,<=50K,0
57,Self-emp-not-inc,6,Married-civ-spouse,Transport-moving,Male,White,0,0,48,>50K,>50K,0
37,Private,12,Widowed,Farming-fishing,Male,White,0,0,25,<=50K,>50K,0
52,Private,10,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,20,<=50K,<=50K,1
65,Private,6,Married-civ-spouse,Handlers-cleaners,Female,White,0,0,24,<=50K,<=50K,0
42,Private,11,Married-civ-spouse,Craft-repair,Male,White,0,0,28,>50K,>50K,0
52,Private,8,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,58,>50K,>50K,1
42,Private,6,Married-civ-spouse,Farming-fishing,Male,White,0,0,52,<=50K,<=50K,0
46,Local-gov,10,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,34,<=50K,<=50K,1
35,Private,15,Married-civ-spouse,Adm-clerical,Male,Black,20163,0,43,>50K,>50K,1
63,Private,13,Never-married,Prof-specialty,Male,Black,0,0,31,>50K,>50K,1
35,Private,15,Married-civ-spouse,Craft-repair,Male,White,0,0,44,>50K,>50K,1
19,Local-gov,13,Married-civ-spouse,Exec-managerial,Male,White,0,0,26,>50K,>50K,0
71,Self-emp-not-inc,12,Never-married,Tech-support,Male,Black,0,0,49,>50K,>50K,1
52,Private,7,Widowed,Tech-support,Male,Black,0,0,29,<=50K,<=50K,0
33,Local-gov,7,Married-civ-spouse,Handlers-cleaners,Male,White,0,1106,49,>50K,>50K,1
58,Private,6,Married-civ-spouse,Craft-repair,Female,White,0,0,34,>50K,>50K,0
53,Private,9,Widowed,Handlers-cleaners,Male,White,0,0,30,<=50K,<=50K,0
50,Private,8,Married-civ-spouse,Tech-support,Male,White,76379,0,59,>50K,>50K,1
21,Federal-gov,11,Divorced,Transport-moving,Male,Other,40979,0,42,<=50K,<=50K,0
50,State-gov,8,Married-civ-spouse,Sales,Male,White,0,0,36,>50K,>50K,0
31,Local-gov,13,Separated,Farming-fishing,Male,Black,70377,0,49,>50K,>50K,1
38,Private,6,Widowed,Craft-repair,Male,White,0,0,23,<=50K,>50K,0
65,Local-gov,15,Never-married,Adm-clerical,Male,Asian,0,0,53,>50K,>50K,1
37,Private,10,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,38,>50K,>50K,0
73,Private,11,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,47,>50K,>50K,1
25,Private,8,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,21,<=50K,<=50K,0
24,Private,10,Never-married,Prof-specialty,Female,White,0,0,35,<=50K,<=50K,0
20,Private,11,Never-married,Exec-managerial,Female,White,0,626,40,<=50K,<=50K,0
34,Private,8,Married-civ-spouse,Handlers-cleaners,Female,Asian,0,0,52,<=50K,<=50K,0
50,State-gov,12,Never-married,Adm-clerical,Male,White,0,0,48,<=50K,>50K,1
65,Private,13,Married-civ-spouse,Exec-managerial,Male,Black,0,0,35,>50K,>50K,1
29,Private,5,Married-civ-spouse,Prof-specialty,Male,Black,0,0,43,<=50K,<=50K,0
68,Local-gov,11,Never-married,Machine-op-inspct,Male,White,0,0,55,>50K,>50K,1
39,Private,13,Married-civ-spouse,Handlers-cleaners,Female,White,0,0,37,>50K,>50K,1
72,Private,14,Married-civ-spouse,Exec-managerial,Male,White,0,0,36,>50K,>50K,1
39,Private,9,Married-civ-spouse,Exec-managerial,Female,White,0,0,17,<=50K,<=50K,0
63,Private,6,Never-married,Transport-moving,Male,White,0,0,36,<=50K,<=50K,0
47,Private,14,Never-married,Exec-managerial,Female,White,0,0,19,<=50K,<=50K,1
55,Private,10,Separated,Tech-support,Male,White,0,0,38,>50K,<=50K,1
55,Federal-gov,11,Never-married,Prof-specialty,Male,White,0,0,51,>50K,>50K,1
62,Private,6,Divorced,Adm-clerical,Male,White,0,0,14,<=50K,<=50K,0
68,Private,6,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,54,>50K,>50K,1
71,Private,14,Widowed,Prof-specialty,Male,Asian,0,0,36,>50K,>50K,1
25,Private,14,Divorced,Sales,Male,White,0,0,39,<=50K,>50K,0
44,Private,5,Never-married,Tech-support,Female,Asian,0,0,33,<=50K,<=50K,0
44,State-gov,8,Never-married,Machine-op-inspct,Male,White,63294,0,19,<=50K,<=50K,0
51,Self-emp-not-inc,11,Never-married,Sales,Male,White,0,0,30,>50K,>50K,0
38,Private,13,Married-civ-spouse,Exec-managerial,Male,White,0,0,65,>50K,>50K,1
47,State-gov,7,Married-civ-spouse,Prof-specialty,Female,White,0,0,26,<=50K,<=50K,0
50,Private,15,Never-married,Adm-clerical,Male,White,9486,0,20,>50K,>50K,1
45,Private,11,Never-married,Machine-op-inspct,Male,White,84063,0,41,<=50K,>50K,0
64,Private,11,Never-married,Farming-fishing,Male,White,0,0,38,>50K,>50K,1
50,Private,11,Married-civ-spouse,Sales,Male,White,0,0,36,>50K,>50K,1
22,Federal-gov,6,Married-civ-spouse,Transport-moving,Female,White,0,0,40,<=50K,<=50K,0
65,Private,10,Never-married,Tech-support,Male,White,0,0,47,>50K,>50K,1
36,Private,6,Never-married,Tech-support,Male,White,41078,0,32,<=50K,<=50K,0
21,Self-emp-not-inc,10,Never-married,Transport-moving,Female,White,0,0,42,<=50K,<=50K,0
52,Local-gov,14,Married-civ-spouse,Tech-support,Male,White,0,0,52,>50K,<=50K,1
66,Local-gov,7,Never-married,Craft-repair,Male,White,0,0,28,<=50K,>50K,0
34,Private,6,Divorced,Craft-repair,Male,White,0,0,12,<=50K,<=50K,0
61,Private,10,Never-married,Machine-op-inspct,Female,Black,0,0,48,<=50K,>50K,1
45,Private,6,Married-civ-spouse,Farming-fishing,Male,White,0,0,70,<=50K,<=50K,0
47,Private,9,Married-civ-spouse,Adm-clerical,Female,White,0,0,39,<=50K,<=50K,0
46,Local-gov,6,Never-married,Exec-managerial,Male,White,0,0,42,<=50K,>50K,0
63,State-gov,7,Married-civ-spouse,Craft-repair,Male,White,0,0,36,>50K,>50K,1
70,Local-gov,7,Divorced,Sales,Male,White,0,0,59,>50K,>50K,1
23,Private,10,Divorced,Transport-moving,Female,White,0,0,39,<=50K,<=50K,0
52,Federal-gov,10,Never-married,Prof-specialty,Male,White,0,0,37,<=50K,>50K,0
58,State-gov,14,Married-civ-spouse,Farming-fishing,Female,White,0,0,50,>50K,>50K,1
54,Private,7,Married-civ-spouse,Adm-clerical,Female,White,0,0,34,<=50K,<=50K,0
41,Private,7,Never-married,Sales,Male,White,0,0,24,<=50K,<=50K,0
46,Self-emp-not-inc,5,Divorced,Farming-fishing,Male,White,0,0,50,<=50K,<=50K,0
66,Private,11,Married-civ-spouse,Transport-moving,Male,White,0,0,32,>50K,>50K,1
63,State-gov,12,Married-civ-spouse,Sales,Male,White,0,0,28,>50K,>50K,1
70,Private,6,Widowed,Transport-moving,Female,White,0,0,65,<=50K,<=50K,0
48,Self-emp-not-inc,8,Married-civ-spouse,Adm-clerical,Female,White,0,0,37,<=50K,<=50K,0
52,Self-emp-inc,14,Never-married,Tech-support,Male,White,31982,0,45,>50K,>50K,1
50,Private,11,Married-civ-spouse,Exec-managerial,Male,White,0,0,40,>50K,>50K,1
69,Federal-gov,12,Never-married,Exec-managerial,Female,White,0,0,29,>50K,>50K,0
38,Private,5,Never-married,Handlers-cleaners,Male,White,0,0,48,<=50K,>50K,0
49,Private,8,Divorced,Craft-repair,Female,White,0,0,43,<=50K,<=50K,0
40,Private,10,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,32,<=50K,>50K,1
50,Private,7,Never-married,Prof-specialty,Male,White,0,0,45,<=50K,>50K,0
20,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Male,White,0,0,33,<=50K,<=50K,0
35,Local-gov,14,Separated,Handlers-cleaners,Male,White,0,0,26,>50K,>50K,1
42,Private,13,Divorced,Handlers-cleaners,Male,Black,0,0,25,>50K,<=50K,0
59,Private,15,Never-married,Handlers-cleaners,Male,White,0,0,43,>50K,>50K,1
48,Private,7,Married-civ-spouse,Transport-moving,Male,White,0,0,35,<=50K,<=50K,0
71,Private,9,Never-married,Adm-clerical,Female,White,0,0,58,<=50K,<=50K,1
20,State-gov,12,Married-civ-spouse,Transport-moving,Female,Other,0,0,39,<=50K,<=50K,0
57,Private,10,Married-civ-spouse,Exec-managerial,Male,Black,0,0,30,>50K,>50K,1
63,Private,8,Married-civ-spouse,Transport-moving,Male,White,0,0,41,>50K,>50K,1
41,Private,12,Married-civ-spouse,Adm-clerical,Male,White,0,0,24,<=50K,>50K,1
67,Private,15,Married-civ-spouse,Farming-fishing,Male,White,25003,0,38,>50K,>50K,1
49,Self-emp-not-inc,7,Married-civ-spouse,Exec-managerial,Male,White,0,0,43,>50K,>50K,0
64,Private,7,Never-married,Tech-support,Male,White,0,0,42,<=50K,>50K,0
39,Private,8,Married-civ-spouse,Sales,Male,White,23205,0,55,>50K,>50K,1
40,Local-gov,13,Never-married,Tech-support,Male,White,0,0,71,>50K,>50K,0
19,Self-emp-not-inc,9,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,48,<=50K,<=50K,0
44,Self-emp-not-inc,12,Divorced,Tech-support,Male,Black,0,405,54,>50K,>50K,1
59,Local-gov,10,Divorced,Exec-managerial,Female,White,0,0,70,>50K,>50K,1
19,State-gov,7,Widowed,Tech-support,Male,White,0,0,27,<=50K,<=50K,0
43,Private,12,Never-married,Craft-repair,Female,White,0,3499,41,<=50K,<=50K,0
34,Private,13,Married-civ-spouse,Tech-support,Male,White,0,0,34,>50K,>50K,1
57,Private,12,Never-married,Prof-specialty,Male,White,0,0,50,>50K,>50K,1
50,Self-emp-not-inc,8,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,43,<=50K,<=50K,1
26,Private,15,Divorced,Sales,Female,Asian,0,0,30,<=50K,<=50K,0
60,Private,10,Married-civ-spouse,Adm-clerical,Female,White,99622,0,40,>50K,>50K,1
71,Private,5,Married-civ-spouse,Prof-specialty,Male,White,16329,0,52,>50K,<=50K,0
65,Self-emp-not-inc,8,Married-civ-spouse,Prof-specialty,Male,White,0,0,24,>50K,>50K,1
56,Private,12,Never-married,Prof-specialty,Female,White,0,0,30,<=50K,<=50K,1
46,Private,5,Divorced,Adm-clerical,Male,White,0,0,28,<=50K,<=50K,0
59,Private,7,Never-married,Craft-repair,Male,White,0,0,43,>50K,>50K,0
72,Self-emp-not-inc,5,Divorced,Craft-repair,Male,White,0,0,54,<=50K,<=50K,1
43,Private,13,Married-civ-spouse,Adm-clerical,Male,White,0,0,15,<=50K,<=50K,1
52,Private,6,Never-married,Farming-fishing,Female,White,0,0,41,<=50K,<=50K,0
67,Private,13,Never-married,Transport-moving,Male,White,0,0,28,>50K,>50K,1
42,Private,8,Never-married,Transport-moving,Male,White,91941,0,52,<=50K,<=50K,0
41,Private,6,Divorced,Craft-repair,Male,White,0,0,37,<=50K,<=50K,0
30,Private,8,Never-married,Exec-managerial,Male,White,0,0,41,<=50K,<=50K,0
24,Private,15,Never-married,Adm-clerical,Male,White,0,0,39,>50K,>50K,0
74,Self-emp-inc,15,Married-civ-spouse,Craft-repair,Male,White,0,0,53,>50K,>50K,1
53,Private,14,Married-civ-spouse,Exec-managerial,Male,White,0,0,64,>50K,>50K,1
62,Private,10,Married-civ-spouse,Transport-moving,Female,White,0,0,26,>50K,>50K,1
37,Self-emp-not-inc,15,Married-civ-spouse,Tech-support,Male,Black,0,0,28,>50K,>50K,1
18,Self-emp-not-inc,11,Divorced,Craft-repair,Male,Asian,0,0,43,<=50K,<=50K,0
25,Private,7,Widowed,Machine-op-inspct,Female,White,0,0,30,<=50K,<=50K,0
63,Private,7,Married-civ-spouse,Tech-support,Male,White,0,0,51,>50K,>50K,1
33,Federal-gov,14,Never-married,Tech-support,Male,White,0,0,53,>50K,>50K,1
31,Self-emp-not-inc,12,Never-married,Craft-repair,Male,White,0,0,33,<=50K,<=50K,0
29,Private,9,Married-civ-spouse,Exec-managerial,Male,White,0,0,30,<=50K,<=50K,0
68,Private,8,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,36,>50K,>50K,1
40,Private,11,Divorced,Exec-managerial,Female,White,0,0,41,<=50K,>50K,0
32,Private,11,Never-married,Prof-specialty,Male,White,0,0,43,<=50K,<=50K,0
45,Private,13,Widowed,Exec-managerial,Male,White,0,0,12,<=50K,<=50K,0
51,Private,13,Married-civ-spouse,Exec-managerial,Female,White,0,0,28,<=50K,<=50K,1
19,Private,9,Never-married,Farming-fishing,Male,White,0,0,35,<=50K,<=50K,0
49,Private,12,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,30,>50K,>50K,1
40,Private,14,Never-married,Sales,Male,White,0,0,5,<=50K,<=50K,0
39,Private,5,Divorced,Handlers-cleaners,Female,Black,0,0,17,<=50K,<=50K,0
68,Private,13,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,24,>50K,>50K,1
42,Private,12,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,38,>50K,>50K,1
39,Self-emp-not-inc,10,Married-civ-spouse,Adm-clerical,Male,White,0,3362,34,>50K,<=50K,0
39,Private,7,Married-civ-spouse,Exec-managerial,Male,Black,0,0,32,<=50K,<=50K,0
66,Self-emp-not-inc,7,Never-married,Tech-support,Male,White,0,0,49,<=50K,>50K,1
69,Private,12,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,49,>50K,>50K,1
59,Private,9,Never-married,Adm-clerical,Female,White,0,0,41,<=50K,<=50K,0
23,Private,14,Married-civ-spouse,Prof-specialty,Male,White,0,0,41,>50K,>50K,0
32,State-gov,15,Never-married,Sales,Male,White,0,0,29,<=50K,<=50K,0
71,Private,11,Never-married,Exec-managerial,Female,White,0,0,31,>50K,<=50K,1
60,Private,9,Never-married,Adm-clerical,Female,White,0,0,19,<=50K,<=50K,0
54,Private,12,Divorced,Handlers-cleaners,Male,White,0,0,36,>50K,>50K,1
50,State-gov,14,Married-civ-spouse,Prof-specialty,Male,Black,0,0,49,>50K,>50K,1
25,State-gov,14,Never-married,Farming-fishing,Male,White,0,0,56,<=50K,<=50K,0
70,Private,8,Married-civ-spouse,Transport-moving,Female,White,0,0,37,<=50K,<=50K,1
61,Private,6,Married-civ-spouse,Sales,Female,White,0,0,45,>50K,<=50K,1
61,Private,7,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,5,<=50K,>50K,0
22,Private,12,Never-married,Farming-fishing,Female,Black,0,0,34,<=50K,<=50K,0
56,Private,15,Never-married,Exec-managerial,Male,White,0,0,34,>50K,>50K,0
21,Local-gov,11,Never-married,Transport-moving,Male,White,0,0,57,<=50K,<=50K,0
23,Self-emp-not-inc,6,Married-civ-spouse,Transport-moving,Male,White,0,1729,44,<=50K,<=50K,0
62,Private,10,Married-civ-spouse,Sales,Female,White,0,1493,45,>50K,>50K,1
49,Private,13,Never-married,Tech-support,Male,White,0,0,45,>50K,>50K,1
69,Private,8,Divorced,Farming-fishing,Female,White,0,0,40,>50K,>50K,1
47,Private,13,Married-civ-spouse,Tech-support,Female,White,0,0,58,>50K,>50K,1
64,Private,6,Divorced,Craft-repair,Female,Other,0,0,12,<=50K,<=50K,0
52,Private,6,Married-civ-spouse,Farming-fishing,Male,White,0,0,41,<=50K,<=50K,0
72,Private,13,Married-civ-spouse,Prof-specialty,Male,White,0,0,53,>50K,>50K,1
57,Private,11,Married-civ-spouse,Exec-managerial,Male,White,0,0,17,>50K,>50K,1
69,Self-emp-inc,11,Married-civ-spouse,Farming-fishing,Male,White,0,0,50,>50K,>50K,1
33,Private,5,Married-civ-spouse,Farming-fishing,Male,White,0,0,30,<=50K,<=50K,0
30,Private,15,Never-married,Craft-repair,Female,White,0,0,41,<=50K,<=50K,0
67,Private,10,Divorced,Sales,Male,White,0,0,30,>50K,>50K,1
59,Private,11,Divorced,Sales,Male,White,0,0,51,>50K,>50K,1
47,State-gov,15,Never-married,Prof-specialty,Male,White,0,0,36,>50K,>50K,1
36,Federal-gov,10,Separated,Sales,Male,Black,0,0,50,>50K,>50K,0
34,Private,10,Married-civ-spouse,Transport-moving,Male,White,97226,0,45,<=50K,<=50K,0
73,Self-emp-not-inc,6,Never-married,Handlers-cleaners,Male,White,0,373,30,>50K,>50K,0
36,Private,10,Divorced,Craft-repair,Female,White,0,0,46,<=50K,<=50K,0
45,State-gov,8,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,32,<=50K,>50K,0
72,Private,13,Married-civ-spouse,Handlers-cleaners,Female,White,0,0,40,>50K,>50K,1
43,Private,5,Divorced,Craft-repair,Female,White,0,0,36,<=50K,<=50K,0
54,Private,12,Never-married,Handlers-cleaners,Male,White,0,0,50,>50K,>50K,1
43,Federal-gov,9,Married-civ-spouse,Handlers-cleaners,Female,White,0,0,46,<=50K,<=50K,1
70,Private,5,Divorced,Handlers-cleaners,Male,White,0,0,39,>50K,>50K,0
40,Self-emp-not-inc,8,Never-married,Prof-specialty,Female,White,0,0,31,<=50K,<=50K,0
26,Private,5,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,24,<=50K,<=50K,0
29,Local-gov,10,Never-married,Prof-specialty,Female,White,0,3294,41,<=50K,<=50K,0
70,Private,6,Never-married,Tech-support,Female,White,0,0,32,<=50K,<=50K,0
18,Local-gov,9,Divorced,Farming-fishing,Female,White,0,1490,17,<=50K,<=50K,0
18,Private,11,Widowed,Sales,Female,White,0,0,24,<=50K,<=50K,0
64,Private,6,Married-civ-spouse,Craft-repair,Male,White,0,0,59,<=50K,<=50K,1
51,State-gov,10,Married-civ-spouse,Transport-moving,Male,White,96773,0,32,>50K,>50K,1
49,State-gov,10,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,52,>50K,>50K,1
71,Private,9,Never-married,Adm-clerical,Male,White,42120,0,35,<=50K,>50K,1
65,Private,9,Never-married,Craft-repair,Female,White,0,0,54,>50K,>50K,1
42,Private,7,Divorced,Exec-managerial,Male,White,0,0,54,<=50K,<=50K,0
57,Private,14,Married-civ-spouse,Craft-repair,Female,White,0,0,30,>50K,>50K,1
62,Private,14,Married-civ-spouse,Farming-fishing,Male,White,0,0,16,>50K,>50K,1
70,Private,15,Never-married,Transport-moving,Female,White,10748,3308,17,>50K,>50K,1
18,Private,6,Never-married,Craft-repair,Male,White,0,0,30,<=50K,<=50K,0
33,Self-emp-not-inc,11,Never-married,Transport-moving,Female,White,0,155,62,<=50K,<=50K,0
56,Self-emp-not-inc,5,Never-married,Craft-repair,Female,Black,0,0,35,<=50K,<=50K,0
22,Private,10,Divorced,Prof-specialty,Male,White,0,0,41,<=50K,<=50K,0
39,Private,10,Married-civ-spouse,Prof-specialty,Male,White,0,2575,55,<=50K,<=50K,0
46,Private,7,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,41,<=50K,<=50K,0
72,Private,6,Never-married,Tech-support,Male,White,0,0,40,>50K,>50K,0
20,Private,6,Divorced,Craft-repair,Male,White,0,0,47,<=50K,<=50K,0
29,Private,13,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,43,>50K,>50K,1
43,Private,15,Separated,Craft-repair,Male,White,0,0,38,>50K,>50K,1
33,Private,9,Never-married,Exec-managerial,Male,White,0,0,31,<=50K,<=50K,0
68,Self-emp-not-inc,11,Married-civ-spouse,Transport-moving,Male,White,0,0,40,>50K,>50K,1
54,Self-emp-not-inc,9,Never-married,Handlers-cleaners,Male,Asian,0,0,53,<=50K,<=50K,1
39,Private,11,Never-married,Machine-op-inspct,Male,White,0,0,61,>50K,>50K,0
74,Private,8,Married-civ-spouse,Transport-moving,Female,Black,0,0,43,>50K,>50K,1
46,State-gov,12,Divorced,Prof-specialty,Male,White,0,0,49,>50K,>50K,1
31,Private,15,Married-civ-spouse,Adm-clerical,Female,White,0,0,43,>50K,>50K,1
45,Federal-gov,14,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,38,>50K,>50K,1
22,Self-emp-not-inc,15,Never-married,Prof-specialty,Male,White,0,0,46,<=50K,<=50K,0
64,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Male,White,0,0,54,>50K,>50K,1
66,Private,11,Married-civ-spouse,Handlers-cleaners,Male,Asian,0,0,29,>50K,>50K,1
47,Private,14,Married-civ-spouse,Handlers-cleaners,Male,Black,0,0,22,>50K,>50K,1
63,Local-gov,9,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,33,>50K,>50K,1
69,Private,15,Married-civ-spouse,Tech-support,Male,White,0,0,42,>50K,>50K,1
22,Private,10,Never-married,Handlers-cleaners,Male,White,0,0,50,<=50K,<=50K,0
29,Private,9,Married-civ-spouse,Tech-support,Male,Asian,0,694,28,<=50K,<=50K,0
33,Private,11,Never-married,Prof-specialty,Male,White,28757,1034,10,<=50K,<=50K,0
43,Self-emp-inc,6,Never-married,Machine-op-inspct,Male,White,0,0,33,<=50K,<=50K,0
43,Private,9,Married-civ-spouse,Tech-support,Female,White,36650,0,37,<=50K,<=50K,0
65,Local-gov,14,Never-married,Tech-support,Male,White,0,0,26,>50K,>50K,1
38,Self-emp-not-inc,7,Never-married,Handlers-cleaners,Male,Other,0,0,30,<=50K,<=50K,0
56,Private,13,Divorced,Machine-op-inspct,Female,White,0,0,50,>50K,>50K,1
53,Private,10,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,40,<=50K,>50K,1
50,Self-emp-not-inc,14,Never-married,Prof-specialty,Female,White,0,0,44,>50K,>50K,1
47,Private,7,Widowed,Handlers-cleaners,Female,White,0,209,35,<=50K,<=50K,0
54,State-gov,11,Married-civ-spouse,Sales,Male,White,0,0,30,>50K,>50K,1
40,Self-emp-not-inc,8,Married-civ-spouse,Farming-fishing,Male,White,0,0,35,>50K,<=50K,0
27,Private,7,Divorced,Prof-specialty,Male,White,0,0,45,<=50K,<=50K,0
71,Local-gov,12,Married-civ-spouse,Craft-repair,Male,Black,0,0,22,>50K,>50K,1
22,Private,8,Divorced,Transport-moving,Male,White,0,0,59,<=50K,<=50K,0
53,Private,15,Married-civ-spouse,Transport-moving,Female,White,0,0,46,>50K,>50K,1
51,Self-emp-not-inc,5,Married-civ-spouse,Machine-op-inspct,Male,Black,0,0,33,<=50K,<=50K,0
69,Local-gov,10,Divorced,Sales,Male,White,0,0,49,>50K,>50K,1
48,Private,14,Married-civ-spouse,Tech-support,Female,White,0,0,54,<=50K,>50K,1
27,Private,15,Married-civ-spouse,Sales,Female,White,0,0,36,>50K,>50K,1
36,Private,15,Married-civ-spouse,Farming-fishing,Male,White,0,0,37,>50K,>50K,1
49,Private,5,Married-civ-spouse,Prof-specialty,Male,White,0,0,57,<=50K,<=50K,0
18,Private,9,Never-married,Machine-op-inspct,Male,Asian,0,0,65,<=50K,<=50K,0
73,Private,11,Never-married,Sales,Male,White,0,0,40,>50K,>50K,1
22,Private,10,Married-civ-spouse,Exec-managerial,Male,White,0,0,26,<=50K,>50K,0
62,Local-gov,6,Divorced,Tech-support,Male,White,0,0,34,<=50K,<=50K,0
21,Private,15,Married-civ-spouse,Sales,Female,White,0,0,52,<=50K,<=50K,1
33,Private,8,Divorced,Machine-op-inspct,Male,White,0,0,27,<=50K,<=50K,0
41,Federal-gov,15,Married-civ-spouse,Exec-managerial,Male,White,0,0,37,>50K,>50K,1
33,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Male,White,0,176,43,<=50K,<=50K,0
72,State-gov,15,Never-married,Prof-specialty,Male,White,0,0,28,>50K,>50K,1
19,Private,5,Married-civ-spouse,Prof-specialty,Female,Black,0,0,53,<=50K,<=50K,0
66,Private,7,Married-civ-spouse,Craft-repair,Female,White,0,3542,48,<=50K,<=50K,1
45,Private,7,Never-married,Handlers-cleaners,Female,White,0,0,64,<=50K,<=50K,0
49,Private,11,Never-married,Transport-moving,Male,White,0,0,49,<=50K,>50K,1
44,Private,5,Divorced,Exec-managerial,Male,White,0,0,28,<=50K,<=50K,0
37,Private,13,Divorced,Tech-support,Male,White,0,0,46,>50K,>50K,0
